Company Name,Title,Location,Stipend,Work From Home
Pawzz,Youth Connective,Work From Home,"₹ 1,500-7,000 lump sum",Yes
Pawzz,Charity Funding Campaign,Work From Home,"₹ 1,500-10,000 lump sum",Yes
Pawzz,Changemakers Campaign Management,Work From Home,"₹ 1,500-10,000 lump sum",Yes
Subhansh Sewa Trust,Social Media Management,Work From Home,Unpaid,Yes
HK Marketing Solutions,Operations,Delhi,"₹ 5,000 /month +  Incentives",No
Graybears Brand Private Limited,Campus Ambassador,Gurgaon,Performance Based,No
Panache Financial Advisory Private Limited,Digital Marketing,Delhi,"₹ 5,000-10,000 /month",No
Falcon,Marketing,Work From Home,"₹ 15,000-18,000 /month",Yes
TLK,Motion Graphics,Work From Home,"₹ 5,000-8,000 /month",Yes
Neelaveni Raghavan,Operations,Lucknow,"₹ 4,000 /month",No
Earthline Real Estate Private Limited,Digital Marketing,Work From Home,"₹ 4,000-5,000 /month",Yes
WinnyTine Events,Business Development (Sales),Work From Home,"₹ 10,000 /month",Yes
XivTech,Backend Development,Ahmedabad,"₹ 15,000 /month",No
Henry Harvin,Human Resources (HR),Chennai,"₹ 2,000-5,000 /month",No
Soch3D,Telecalling,Delhi,"₹ 10,000-12,000 /month",No
Nitesh Raj,Video Making/Editing,Kolkata,"₹ 5,000-20,000 /month",No
Authentics (Hireesha Retail Private Limited),Operations (E-Commerce),Pune,"₹ 10,000 /month",No
Retvens Services,Copywriting,Bangalore,"₹ 15,000 /month",No
Wood Mount,Interior Design,Mumbai,"₹ 8,000-16,000 /month",No
HealthFlex,Operations,Jaipur,"₹ 15,000 /month",No
Celebrare,UI/UX Design,Work From Home,"₹ 6,000-8,000 /month",Yes
Kerry Parker,Fashion Design,Visakhapatnam,"₹ 10,000 /month",No
MultiBHK,Digital Marketing,Hyderabad,"₹ 15,000 /month",No
Hindustan Boilers,Marketing,Vijayawada,"₹ 1,000 /month",No
Grrow Digi,Subject Matter Expert (Physics/Chemistry/Mathematics),Delhi,"₹ 10,000-15,000 /month",No
KRISHTEC,Digital Marketing,Delhi,"₹ 8,000 /month +  Incentives",No
SEO Expert In India,Digital Marketing,Gurgaon,"₹ 2,500-7,500 /month",No
Akshay Bhushan,General Management,Delhi,"₹ 2,500 /month +  Incentives",No
Khushii,Marketing & Sales,Surat,"₹ 15,000-20,000 /month",No
Odhanon,Search Engine Optimization (SEO),Jaipur,"₹ 8,000 /month",No
Foodkida,Content Writing,Work From Home,"₹ 5,000-7,000 /month",Yes
Roshi Wellness (Avant Food & Beverages Private Limited),Business Development,Noida,"₹ 7,000-10,000 /month",No
GrowthPal,Data Research,Delhi,"₹ 5,000 /month",No
Your Place,WordPress Development,Bangalore,"₹ 5,000 /month +  Incentives",No
Zee Entertainment,Creative Coordination,Delhi,"₹ 20,000 /month",No
Subtle Startups,Business Development (Sales),Work From Home,"₹ 8,000 /month +  Incentives",Yes
Evalue Benefit Business Services Private Limited,Graphic Design & Video Editing,Noida,"₹ 10,000 /month",No
Callsmaster Services LLP,Reporting (Journalism),Work From Home,"₹ 6,000-8,000 /month",Yes
FashionNex,Augmented Reality Development,Noida,"₹ 4,000-6,000 /month",No
Association For Transgender Health In India,Event Management,Bangalore,Unpaid,No
CloudTechner,Graphic Design,Mumbai,"₹ 10,000 /month",No
Mat Company (HalfCute Internet Private Limited),Graphic Design,Work From Home,"₹ 7,000 /month",Yes
Brand Catapult,Graphic Design,Chennai,"₹ 8,000 /month",No
Wiraa,Digital Marketing,Erode,"₹ 3,000-6,000 /month",No
Shop Top,Human Resources (HR),Tirunelveli,"₹ 2,000 /month",No
Technous Infotech,Social Media Marketing - Sales,Tiruvannamalai,"₹ 10,000 /month +  Incentives",No
Raghavworld,Digital Marketing,Vellore,"₹ 3,000-8,000 /month",No
ControlCase International Private Limited,Human Resources (HR),Cuddalore,"₹ 10,000 /month",No
TEAMCORE EVENTS,Telecalling,Salem,"₹ 15,000-18,000 /month",No
Ecommnetic,Digital Media Design,Cuddalore Port,"₹ 2,000 /month",No
California Burrito,Digital Marketing,Cuddalore Old Town,"₹ 10,000 /month",No
HoloKitab Technologies,After Effects Animation,Alandurai,"₹ 7,000 /month",No
Amar  Saini,Law/Legal,Kancheepuram,Unpaid,No
Selrom Software Pvt Ltd.,Executive Assistance,Kancheepuram Sub-District,"₹ 5,000 /month",No
Devshilp,Architecture,Erode Sub-District,"₹ 5,000 /month",No
Earthful.me,Operations,Tirunelveli Sub-District,"₹ 5,000-7,000 /month",No
Habit Beverages,POS & Menu Management,Noida,"₹ 2,500 /month",No
All Talent Agency,Talent Co-Ordination,Bangalore,"₹ 5,000-7,000 /month",No
Digitally Upstream,Content Writing,Work From Home,"₹ 5,000 /month",Yes
SmrtGuru.com,Operations,Navi Mumbai,"₹ 1,500 /month",No
Xdrona Sports,Business Development (Sales),Delhi,"₹ 6,000-7,500 /month",No
Plenti,International Business Development,Work From Home,"₹ 2,000 /month",Yes
Subex,Sales/Marketing,Work From Home,"₹ 8,000 /month",Yes
Decathlon Sports India,Retail Management,Kalyan,"₹ 10,000 /month",No
Nomada,Social Media Marketing,Thane,"₹ 15,000 /month",No
Gold Cash Limited,Branch Operations,Work From Home,"₹ 15,000 /month",Yes
Daalchini Technologies,Content Writing,Work From Home,"₹ 12,000 /month",Yes
Happy Us Entertainment LLP,Content Writing,Mumbai,"₹ 8,000 /month",No
Proactive For Her,Marketing,Mumbai,"₹ 15,000 /month",No
Portea,HR Consulting,Thane,"₹ 5,000 /month",No
EnKash,Product Design,Navi Mumbai,"₹ 10,000-20,000 /month",No
MG Mechatronics,Telecalling,Work From Home,"₹ 2,000 /month",Yes
MeetRecord,Data Validation,Mumbai,"₹ 6,000 /month",No
Indigenous Robotics Unmanned Systems Private Limited,Embedded Program Engineering,Work From Home,"₹ 20,000 /month",Yes
Luxary Homes,Interior Project Supervising,Work From Home,"₹ 5,000 /month",Yes
Gift Love Project,Photography,Bangalore,"₹ 15,000 /month",No
Sapna Jagtap,Legal,Gurgaon,"₹ 2,500 /month",No
Prydan Consultancy,Business Development (Sales),Mumbai,"₹ 5,000 /month",No
SB Play School,Teaching (Play School),Indore,"₹ 8,000-10,000 /month",No
Grassfield Marketing Private Limited,Art & Craft,Jaipur,"₹ 5,000 /month",No
Mhites LLC,Marketing And Sales,Bangalore,"₹ 7,000 /month",No
High Street Solutions Private Limited,Accountancy,Work From Home,"₹ 5,000 /month",Yes
Itorics,YouTube Video Making/Editing,Delhi,"₹ 5,000-6,000 /month",No
Dealsbaazi,Social Media Content Creation,Pune,"₹ 3,000 /month",No
Arikap Consultants Private Limited,Digital Marketing,Work From Home,"₹ 20,000 lump sum",Yes
Kingstone Info Solution Service Private Limited,VR Development (3D Avatar),Work From Home,"₹ 25,000-50,000 /month",Yes
Infloso Private Limited,Influencer Management,Coimbatore,"₹ 1,000 /month",No
Rajasi Jindal,General Management,Work From Home,"₹ 8,000-15,000 /month",Yes
TC Global,Student Engagement,Ghaziabad,"₹ 23,000 /month",No
No Escape,Operations,Gurgaon,"₹ 10,000-20,000 /month",No
Peach Beauty,Content Creation,Delhi,"₹ 2,500 /month",No
Pioneer Academy,Human Resources (HR),Faridabad,"₹ 5,000-7,000 /month",No
Manoj Plastics,Sales,Work From Home,"₹ 10,000 /month",Yes
National Medical Forum,Journalism & Public Relations (PR),Kolkata,"₹ 10,000 /month",No
Codefeast,Digital Marketing,Pune,"₹ 1,000 /month",No
Admitter Overseas,Sales,Work From Home,"₹ 5,000 /month +  Incentives",Yes
Porlob Technologies,Search Engine Optimization (SEO),Mumbai,"₹ 4,000 /month",No
EduFund,Video Editing,Work From Home,"₹ 10,000 /month",Yes
Stalwart Careers,Social Media Marketing,Delhi,"₹ 3,000 /month",No
TRS Software Solutions,Technical Content Writing,Noida,"₹ 6,000 /month",No
Iconicpages,Digital Marketing,Ghaziabad,"₹ 2,000 /month +  Incentives",No
BookEventz,Digital Marketing,Delhi,"₹ 5,000 /month",No
Jivichem Synthesis Private Limited,Data Science,Work From Home,"₹ 12,000 /month",Yes
GlobalFair Impex,Operations,Work From Home,"₹ 7,000-10,000 /month",Yes
Grow2Viral,Operations,Gurgaon,"₹ 12,000 /month",No
AisTech Solution,Business Development,Work From Home,"₹ 2,000-15,000 /month",Yes
My Machine Guru,Digital Marketing,Delhi,"₹ 8,000 /month",No
Legal Bites,Law/Legal,Indore,"₹ 13,000 /month +  Incentives",No
Tripease,Digital Marketing,Work From Home,"₹ 5,000-10,000 /month",Yes
Shashwat IVF And Women's Hospital,Nursing,Ahmedabad,"₹ 11,000 /month",No
Horizon9 Advertising & Brand Consultants Limited,Motion Graphics & Video Editing,Delhi,"₹ 4,000-8,000 /month",No
Crossing Hurdles,Email Marketing,Work From Home,"₹ 20,000-30,000 /month",Yes
Fatten Media,Digital Marketing,Bangalore,"₹ 5,000 /month",No
SkilloVilla Technologies Private Limited,Human Resources (HR),Work From Home,"₹ 20,000 /month",Yes
Kookies,Lead Generation & Sales,Delhi,"₹ 1,000 /month",No
SwaggerUnit,Web Development,Bangalore,"₹ 3,000 /month",No
Tie The Knot Productions,Photo Editing,Work From Home,"₹ 8,000-12,000 /month",Yes
CoCounsel,Law/Legal,Hyderabad,Unpaid,No
Playing Eleven,Business Development (Sales),Work From Home,"₹ 3,000 /month +  Incentives",Yes
Dobby Ads,Graphic Design,Mumbai,"₹ 15,000-20,000 /month",No
Across The Globe (ATG),Business Analysis,Work From Home,"₹ 5,000-15,000 /month",Yes
Shubh Labh International Pvt Ltd,Digital Marketing,Work From Home,"₹ 15,000 /month",Yes
Blackcoffer,Campus Ambassador,Bangalore,Performance Based,No
Pawzz,Social Work,Work From Home,"₹ 1,500-10,000 lump sum",Yes
Pawzz,Virtual Charity Drive,Work From Home,"₹ 2,000-10,000 /month",Yes
Pawzz,Fundraising & Outreach,Hyderabad,"₹ 1,500-10,000 lump sum",No
Pawzz,Peer To Peer Fundraising,Bangalore,"₹ 1,500-10,000 lump sum",No
Pawzz,Social Impact Campaigning,Gurgaon,"₹ 1,500-10,000 lump sum",No
Pawzz,Animal Welfare,Balasore,"₹ 1,500-10,000 lump sum",No
Pawzz,Social Services,Noida,"₹ 1,500-10,000 lump sum",No
Pawzz,Pawsitive Support,Mumbai,"₹ 1,500-10,000 lump sum",No
Shilpi Engineering Solutions,Social Media Marketing,Bangalore,"₹ 5,000 /month",No
Vedikroots Ayurveda Private Limited,Graphic Design,Bangalore,"₹ 7,000-10,000 /month",No
Exainfotech,SQL & PL/SQL,Pune,"₹ 10,000 /month",No
QA Solvers,Graphic Design,Mumbai,"₹ 5,000-6,000 /month",No
Real Madridvrse,Content Writing,Work From Home,"₹ 1,000 /month +  Incentives",Yes
LD Technologies,Content Writing,Work From Home,"₹ 4,000 /month",Yes
Ayurveda House Private Limited,QA Engineering,Noida,"₹ 10,000-12,000 /month",No
Sports Paddock Private Limited,Digital Editing,Kolkata,"₹ 7,000-9,000 /month",No
PLAN MEDIA PRIVATE LIMITED,Business Development (Sales),Mumbai,"₹ 3,000-10,000 /month",No
HappiMynd,Search Engine Optimization (SEO),Mumbai,"₹ 3,000-5,000 /month",No
Traya Health,Marketing,Ahmedabad,"₹ 16,000-18,000 /month",No
GULEEL,Graphic Design,Delhi,"₹ 4,500 /month",No
LawRato,Customer Service,Mumbai,"₹ 10,000 /month +  Incentives",No
Purani Dili Talkies LLP,Acting (In-House Artist),Hyderabad,"₹ 10,000 /month",No
Density Exchange,Capital Market Management,Delhi,"₹ 5,000 /month",No
Shopsky Store Private Limited,Data Entry,Work From Home,"₹ 10,000 /month +  Incentives",Yes
WWF India,Fund Raising Officer,Work From Home,"₹ 18,000 /month",Yes
Fortune Tech,Site Engineering (Civil),Varanasi,"₹ 12,000 /month",No
Quick Live Solutions,Digital Marketing,Work From Home,"₹ 8,000 /month",Yes
QuadB Tech,Executive Assistant,Work From Home,"₹ 10,000-15,000 /month",Yes
IndaPoint Technologies Private Limited,Social Media Marketing,Delhi,"₹ 3,000-4,000 /month",No
IndianAppGuy Tech Private Limited,Email Marketing & Outreach,Mumbai,"₹ 8,000 /month",No
Simple Telecom Private Limited,Digital Marketing,Work From Home,"₹ 10,000-15,000 /month",Yes
Unifi Cars,Search Engine Optimization (SEO),Ludhiana,"₹ 5,000-10,000 /month",No
GEMA Education Technology Private Limited,Email Marketing,Work From Home,"₹ 1,000 /month",Yes
DCB Bank,Service Excellence,Delhi,"₹ 7,000 /month",No
Rethink Bio,Biotechnology Engineering,Work From Home,"₹ 2,000-3,000 /month",Yes
Centre For Finance And Taxation Management,Accounting & Tally,Pune,"₹ 2,000-10,000 /month",No
FlytBase Labs,HR Operations,Work From Home,"₹ 15,000-20,000 /month",Yes
Leverage Edu,Student Success,Pune,"₹ 10,000 /month",No
SetMyWed,Digital Marketing,Indore,"₹ 2,000-6,000 /month",No
Fictionsutra - A Yolo Media Network Initiative,Business Development (Sales),Delhi,"₹ 5,000 /month",No
Euphotic Labs Private Limited,Hardware Engineering,Work From Home,"₹ 15,000-25,000 /month",Yes
Adrubix,Human Resources (HR),Mumbai,"₹ 10,000 /month",No
Abhinav Institute Of Technology & Management,Human Resources (HR),Work From Home,"₹ 6,000 /month",Yes
EIMR Global,Marketing,Work From Home,"₹ 1,500 /month +  Incentives",Yes
Modgenics Technology Solutions Private Limited,Web Development,Noida,"₹ 10,000-15,000 /month",No
Smartscale House Design,Architecture,Work From Home,"₹ 2,000 /month",Yes
BlueStone Jewellery And Lifestyle Private Limited,Retail Sales,Delhi,"₹ 15,000 /month",No
Phoenix International Holdings Group Inc.,Mobile App Development,Delhi,"₹ 3,000 /month",No
Arras,Content & E-Commerce Management,Delhi,"₹ 3,000 /month",No
Stayric,Content Scouting,Ahmedabad,"₹ 1,000-5,000 /month",No
Orange Jacket Adventures LLP,Online Marketing,Faridabad,"₹ 6,000-10,000 /month",No
Viprom Technologies LLP,Business Development (Sales),Delhi,"₹ 2,000-5,000 /month",No
Collabroot,Graphic Design,Ghaziabad,"₹ 5,000 /month",No
University Living Accommodation Private Limited,Video Making/Editing,Noida,"₹ 15,000 /month",No
Madee,Supply Chain Management (SCM),Bangalore,"₹ 1,500-15,000 /month",No
EduThrill,Business Development,Jaipur,"₹ 10,000 /month",No
Wiki Eagle,E-commerce Operations,Bangalore,"₹ 5,000-12,000 /month",No
The Shaping Factory : Engineering Services,Business Development,Work From Home,"₹ 2,000 /month +  Incentives",Yes
Arin Consultancy Private Limited,Data Entry,Ahmedabad,"₹ 7,500 /month",No
Rushabh Shah & Co Chartered Accountants,Video Making/Editing,Mumbai,"₹ 5,000 /month",No
INVOGLOBE TECHNOLOGIES OPC PRIVATE LIMITED,App & Web Development,Work From Home,"₹ 5,000 /month +  Incentives",Yes
Team Nerds,Content Writing,Work From Home,"₹ 8,000 /month",Yes
Asis Kudrati Haat,Digital Marketing,Work From Home,"₹ 5,000 /month",Yes
Socialopedia,Videography,Work From Home,"₹ 10,000 /month",Yes
Suresh Edible Industries,Field Sales,Delhi,"₹ 15,000 /month +  Incentives",No
Morcee,Photography And Videography,Work From Home,"₹ 10,000-15,000 /month",Yes
Cheil India,Human Resources (HR),Work From Home,"₹ 15,000-20,000 /month",Yes
SHN Advertising & Marketing,Graphic Design,Work From Home,"₹ 3,000-4,000 /month",Yes
Abhivyakti Collections,Business Strategy & Operations,Work From Home,"₹ 5,000-10,000 /month",Yes
Pyxidia Techlab LLP,Recruitment,Work From Home,"₹ 5,000 /month",Yes
Stake N' Bake (a Product Of Ketchup Studio),Graphic Design,Work From Home,"₹ 6,900 /month +  Incentives",Yes
Twenttees Apparel,Social Media Marketing,Work From Home,"₹ 5,000 /month",Yes
Arkvillage 24,Digital Marketing,Agra,"₹ 10,000-12,000 /month",No
SAN Venture,Mobile Gaming App Development,Noida,"₹ 7,000-10,000 /month",No
Temptations,Telemarketing,Gurgaon,"₹ 2,000-2,500 /month",No
Prosecure Services,Social Media Marketing,Work From Home,"₹ 10,000 /month",Yes
Trishunya Consultancy And Infrastructure Private Limited,Social Media Management,Work From Home,"₹ 2,000 /month",Yes
Ninad Foundation,Mobilization Operations,Work From Home,"₹ 5,000-10,000 /month",Yes
Priyam IT Services Private Limited,Graphic Design,Delhi,"₹ 6,000 /month",No
Pointo,Sales,Bangalore,"₹ 7,000 /month +  Incentives",No
UNIFIED FACILITY SERVICES PVT LTD,Business Development (Sales),Jamshedpur,"₹ 15,000 /month",No
CLOUDILY SCRIPTS PRIVATE LIMITED,Business Development (Sales),Work From Home,"₹ 6,000 /month +  Incentives",Yes
After Passout Private Limited,Civil Engineering,Mumbai,"₹ 7,000 /month",No
Stirring Minds,Event Management & Marketing,Work From Home,"₹ 5,000-10,000 /month",Yes
Law Foundation,Research,Delhi,"₹ 5,000 /month",No
Stirring Minds,Social Media Marketing (Instagram),Delhi,"₹ 5,000-7,000 /month",No
Decathlon,Sales,Work From Home,"₹ 10,000 /month",Yes
Stirring Minds,Business Development (Sales),Chandigarh,"₹ 7,000-10,000 /month",No
Dyna Energy Solutions LLP,Sales Coordination,Delhi,"₹ 5,000-9,000 /month",No
Cornerstone Architects,Architecture,Chennai,"₹ 2,000 /month",No
Bolka Foods Private Limited,Social Media Marketing,Work From Home,"₹ 3,000-5,000 /month",Yes
Stirring Minds,Accounts Management,Ludhiana,"₹ 15,000-18,000 /month",No
Zoplar,Founder's Office,Work From Home,"₹ 8,000-10,000 /month",Yes
Antino Labs Private Limited,Quality Analyst,Work From Home,"₹ 15,000 /month",Yes
The Whizbang!,Influencer Marketing,Navi Mumbai,"₹ 5,000 /month",No
AKK Corporation,Human Resources (HR),Delhi,"₹ 2,500-5,000 /month",No
SAASFE,Digital Marketing,Work From Home,"₹ 3,000-8,000 /month",Yes
Pinkishe Foundation,Menstrual Hygiene (Volunteering),Mumbai,"₹ 10,000 /month",No
RADHA GLOBAL SOLUTIONS,Video Making/Editing,Pune,"₹ 5,000 /month",No
Mahavira Classes,Digital Marketing,Thiruvananthapuram,"₹ 4,000 /month",No
Unacademy,Business Development (Sales),Pune,"₹ 6,000 /month +  Incentives",No
Pantheon Pharmchem,Graphic Design,Noida,"₹ 5,000-10,000 /month",No
Hungry2Grow Software Private Limited,Graphic Design,Delhi,"₹ 25,000-35,000 /month",No
"Parinama Academy (Cedar Park, United States)",Operations Management,Noida,"₹ 5,000-8,000 /month",No
NayePankh Foundation,Fundraising/Crowdfunding,Work From Home,Unpaid,Yes
RSalesArm IT Services Pvt. Ltd.,Content Writing,Bangalore,"₹ 1,000 /month +  Incentives",No
MomJunction,Content Writing,Noida,"₹ 10,000 /month",No
Empire International,Business Development (Sales),Thane,"₹ 2,000-7,000 /month",No
Ecom Ninja,Graphic Design,Work From Home,"₹ 7,000-12,000 /month",Yes
Fashion TV India,Business Development (Sales),Work From Home,"₹ 15,000 /month",Yes
Veshbhoshaa,Garments Ecommerce Management,Work From Home,"₹ 7,000 /month",Yes
Matric Services,Social Media Marketing,Chennai,"₹ 2,000 /month",No
Electrofie,Customer Service,Bangalore,"₹ 3,000 /month",No
Go Developer,Graphic Design,Hyderabad,"₹ 2,500 /month",No
Tripease,Graphic Design,Work From Home,"₹ 5,000-10,000 /month",Yes
Packaging Guru,Customer Acquisition,Delhi,"₹ 15,000 /month",No
Liquiloans,Business Development (Sales),Work From Home,"₹ 10,000 /month",Yes
Anatomy Of Brands,Social Media Marketing,Work From Home,"₹ 2,000-5,000 /month",Yes
Ranjana Ghoshal,Marketing (Mumbai),Work From Home,"₹ 3,000 /month",Yes
Digital Refresh Networks,Search Engine Optimization (SEO),Work From Home,"₹ 10,000 /month",Yes
Sawingz,Business Development (Sales),Delhi,"₹ 6,000 /month",No
Netcast Service,Business Development (Sales),Ghaziabad,"₹ 15,000-20,000 /month",No
Tripease,Social Media Marketing,Greater Noida,"₹ 5,000-10,000 /month",No
Eqaro Surety Private Limited,Key Accounts Management,Noida,"₹ 8,000-12,000 /month",No
SAROJ SHARMA FOUNDATION,Fundraising,Work From Home,"₹ 5,000 /month +  Incentives",Yes
Growthzi,Business Development (Sales),Gurgaon,"₹ 5,000 /month",No
Naukri Ninja,HR (Recruitment),Work From Home,"₹ 2,500 /month +  Incentives",Yes
Denaro & Company,Video Making/Editing,Work From Home,"₹ 6,000-12,000 /month",Yes
Techindo Systems Private Limited,Business Development (Sales),Mumbai,"₹ 8,000 /month",No
Pubblisher Media,Influencer Marketing,Work From Home,"₹ 8,000 /month",Yes
Skyvik Technologies,"Dynamic Marketing - SEO, Social Media, And Community Management",Work From Home,"₹ 12,000 /month",Yes
Shukai Trust,Social Media Marketing,Noida,"₹ 1,000 /month",No
Indian Political Action Committee,Human Resources (HR),Work From Home,"₹ 10,000 /month",Yes
"Sharma Jain And Company, Chartered Accountants",Chartered Accountancy (CA),Mumbai,"₹ 5,000-15,000 /month",No
Nimap Infotech,Digital Marketing,Gurgaon,"₹ 8,000 /month",No
Sela Industries Private Limited,Office Operations (Female),Jaipur,"₹ 10,000 /month",No
AGENCY09,Social Media Marketing,Gurgaon,"₹ 8,000 /month",No
Alchemy Group - WORD,Client Servicing - Marketing,Work From Home,"₹ 15,000 /month",Yes
Implica Global Corporation,Digital Marketing,Work From Home,"₹ 1,000 /month +  Incentives",Yes
The No Media,Business Development (Sales),Raipur,"₹ 2,000 /month +  Incentives",No
SIB Operations And Services Limited,Human Resources (HR),Work From Home,"₹ 10,000-15,000 /month",Yes
SpeMed Techno Private Limited,Search Engine Optimization (SEO),Delhi,"₹ 7,000-10,000 /month",No
Merits Capital Market Services Private Limited,Business Development (Sales),Delhi,"₹ 12,000-16,000 /month",No
TalentFox,Human Resources (HR),Work From Home,"₹ 2,000 /month",Yes
Qodeit,Digital Marketing,Work From Home,"₹ 5,000 /month",Yes
UXDLAB Software Private Limited,Business Development (Sales),Mumbai,"₹ 10,000 /month",No
HostBooks Limited,Field Sales,Work From Home,"₹ 6,000-15,000 /month",Yes
Typeset,Marketing & Data Mining Intern (Non-Tech),Pune,"₹ 25,000 /month",No
Unifab Creations,Operations,Work From Home,"₹ 7,500-15,000 /month",Yes
NextGen Techno Ventures Private Limited,Marketing,Work From Home,"₹ 6,000 /month",Yes
Quantum IT Innovation,Flutter Development,Work From Home,"₹ 8,000-15,000 /month",Yes
GiftAbled,Digital Marketing,Delhi,Unpaid,No
Xansr Techonologies,Game Art,Ahmedabad,"₹ 15,000-20,000 /month",No
Shoot Express,Social Media Marketing,Delhi,"₹ 10,000 /month",No
Sanjay Agrawal,Business Development (Sales),Mumbai,"₹ 3,000 /month +  Incentives",No
Pickright,Entrepreneur In Residence - AI,Chennai,"₹ 2,000 /month",No
BDAA Architects,Architecture/Interior,Ramapuram,"₹ 5,000-10,000 /month",No
Blackcoffer,iOS App Development,Adayur,"₹ 10,000 /month",No
Tech2Edge Technology Solutions,Graphic Design,Porur,"₹ 4,000 /month",No
Blackcoffer,UI/UX Design,Work From Home,"₹ 5,000 /month",Yes
Exampil Solutions Private Limited,Typing,Delhi,"₹ 4,000-10,000 /month",No
One Hub Media,Sales And Marketing,Gurgaon,"₹ 3,000-8,000 /month",No
HPSHF Legal Attorneys & International Legal Consultants,Law/Legal,Gurgaon,Unpaid,No
Stirring Minds,Social Media Marketing (Instagram),Work From Home,"₹ 7,000-9,000 /month",Yes
Mad Influence,Influencer Marketing,Kolkata,"₹ 5,000 /month",No
Fashion Fuel Store,Video Editing,Work From Home,"₹ 2,000-5,000 /month",Yes
Openagent,Backend Development,Greater Noida,"₹ 1,500 /month",No
Ferrari Video,Assistant Management - Admin,Work From Home,"₹ 14,000 /month",Yes
SuipMe Tech Private Limited,Social Media Marketing,Work From Home,"₹ 3,000 /month",Yes
Talent Corner HR Services,Artificial Intelligence (AI),Kolkata,"₹ 8,000 /month",No
BLUE Architects,Architecture,Mumbai,"₹ 5,000 /month +  Incentives",No
Sajal Nagar,Digital Marketing,Work From Home,"₹ 1,000 /month +  Incentives",Yes
Postvila,Acting,Work From Home,"₹ 10,000 /month +  Incentives",Yes
Gourmet Investments Private Limited,Human Resources (HR),Work From Home,"₹ 8,000 /month",Yes
Goodera,Human Resources (HR),Work From Home,"₹ 15,000 /month",Yes
Rentkar-Switch To Share,UI/UX Design,Work From Home,"₹ 12,000-14,000 /month",Yes
Pepperfry,Sales,Mumbai,"₹ 5,000 /month",No
Internshala Trainings,Teaching Assistance - Human Resource Management,Delhi,"₹ 18,000 /month",No
Spearmint Technology,Content Writing,Mumbai,"₹ 8,000 /month",No
The Lost Project,Graphic Design,Delhi,"₹ 5,000 /month",No
Bright And Sharley Pvt Ltd,Digital Marketing,Visakhapatnam,"₹ 7,000 /month",No
Madras Engineering Industries Private Limited,Android App Development,Work From Home,"₹ 5,000 /month",Yes
Fitness 2020,Human Resources (HR),Mumbai,"₹ 7,000 /month",No
Innovalance Learning Systems,Subject Matter Expert (Physics & Advanced Physics),Delhi,"₹ 12,000 /month",No
Solitaire Overseas,Business Development (Sales),Noida,"₹ 5,000 /month",No
Expertrons,Lead Nurturing,Bangalore,"₹ 10,000 /month",No
Manidhari Securities,Securities Market And Accounting,Kolkata,"₹ 2,000 /month",No
Indika AI Private Limited,Front End Development,Mumbai,"₹ 6,000-8,000 /month",No
Pioneer Academy,Marketing,Navi Mumbai,"₹ 6,000-8,000 /month",No
Deshyoga Charitable Trust,Exercise Physiology,Delhi,"₹ 1,100 /month",No
Luxe Finalyzer India Private Limited,Digital Marketing,Work From Home,"₹ 3,000 /month +  Incentives",Yes
Talent Corner HR Services,Content Strategist,Work From Home,"₹ 20,000 /month",Yes
AlmaBetter,Corporate Relations (B2B),Work From Home,"₹ 20,000 /month",Yes
HappiMynd,Social Work Operations,Work From Home,"₹ 1,000-2,000 /month",Yes
HappiMynd,Social Psycohology,Pune,"₹ 1,000-2,000 /month",No
CloudWired Technologies Limited,Digital Marketing,Work From Home,"₹ 15,000-25,000 /month",Yes
HappiMynd,Market Research,Chennai,"₹ 1,000-2,000 lump sum",No
Quantum IT Innovation,Software Testing (QA),Delhi,"₹ 8,000-15,000 /month",No
Quantum IT Innovation,UI/UX Design,Work From Home,"₹ 8,000-15,000 /month",Yes
Quantum IT Innovation,SEO Analysis,Hyderabad,"₹ 8,000-15,000 /month",No
Adrubix,Digital Marketing,Guwahati,"₹ 10,000 /month",No
Helios Tech,Digital Marketing - Brand Promotions,Mumbai,"₹ 15,000 /month",No
Manasi  Kabra,Fashion Design And Merchandising,Nagpur,"₹ 5,000 /month",No
Asian Suites,Android App Design,Mumbai,"₹ 10,000 /month",No
SK International,Back Office Coordination,Mumbai,"₹ 15,000 /month",No
D'oro Fashions India Private Limited,Graphic Design,Work From Home,"₹ 5,000-10,000 /month",Yes
Spark Academy,Accounts,Work From Home,"₹ 7,000 /month",Yes
OCPL Tech (Opulentia Cresco Private Limited),Social Media Marketing,Ernakulam,"₹ 3,000-5,000 /month",No
Advent Public Relations,Content Writing,Mumbai,"₹ 6,000-8,000 /month",No
Traffury,Social Media Marketing,Delhi,"₹ 6,000-7,000 /month",No
LightHouse Fitness Club,Digital Marketing,Gurgaon,"₹ 2,000 /month +  Incentives",No
Worxpertise,Business Development (Sales),Noida,"₹ 12,000 /month +  Incentives",No
HiteshKumar.com,Digital Marketing,Faridabad,"₹ 4,000 /month",No
Arise,Accounts,Work From Home,"₹ 3,500 /month",Yes
Vishesh Technology,Business Development (Sales),Bangalore,"₹ 5,000 /month",No
Aislinn,Fashion Design,Noida,"₹ 10,000 /month",No
Sportskeeda,Editorial,Pune,"₹ 10,000 /month",No
Digital Marketing And Technology Innovation Services (DMATIS),Graphic Design & Motion Graphics,Bangalore,"₹ 4,000 /month",No
Sarayu Trust,Video Making/Editing,Mumbai,Unpaid,No
