Company Name,Title,Location,Stipend,Work From Home
CyberFrat,Operations,Gangtok,"₹ 6,000 /month",No
Sharedpro,Marketing,Bangalore,"₹ 10,000 /month",No
Sapientury,Business Development,Bangalore,"₹ 6,000-12,000 /month",No
Bluer,Motion Graphics,Chandigarh,"₹ 10,000 /month",No
Yah Mart India Private Limited,Content Writing,Mohali,"₹ 3,000-8,000 /month",No
Confluencr,Business Development (Sales),Jaipur,"₹ 10,000 /month",No
ChangeJar Technologies Private Limited,Video Making/Editing,Bangalore,"₹ 15,000 /month",No
Upakarna,Supply Chain & Logistics Operations,Mumbai,"₹ 8,000 /month",No
Dabble Playart,Intern & Trainee – Dabble Founders Office,Vadodara,"₹ 4,000 /month",No
Mayartha Productions,Photography,Bangalore,"₹ 8,000 /month",No
Wise Leap Technologies Private Limited,Business Development,Mumbai,"₹ 12,000-15,000 /month",No
Ally Digital Media,Video Editing,Jaipur,"₹ 8,000 /month",No
Dnalife Private Limited,Social Media Marketing,Bangalore,"₹ 18,000 /month",No
Aarya Brands Private Limited,Hotel Management,Bangalore,"₹ 15,000 /month",No
MILLENNIUM WORLD SCHOOL BENGALURU NORTH,Event Management,Mumbai,"₹ 15,000 /month",No
Outrent,Field Sales,Bangalore,"₹ 6,000-8,000 /month",No
Outcry Entertainment & Media,Video Making/Editing,Bangalore,"₹ 7,000-15,000 /month",No
Hansa Cequity,Marketing,Bangalore,"₹ 10,000-15,000 /month",No
PatilKaki,E-commerce Operations,Mumbai,"₹ 9,000 /month",No
Bytesview Analytics Pvt Ltd,Content Writing,Tamil Nadu,"₹ 7,000 /month",No
Skimbox Digital Marketing Company,Content Writing,Thane,"₹ 7,000 /month",No
Seller Square,Business Development (Sales),Bangalore,"₹ 15,000 /month +  Incentives",No
Nerdy Academy,Business Development (Sales),Mumbai,"₹ 15,000-50,000 /month",No
The Media Ant,Ad Operations,Mumbai,"₹ 10,000 /month",No
MILLENNIUM WORLD SCHOOL BENGALURU NORTH,Photography,Mumbai,"₹ 10,000 /month",No
IIDE Education Private Limited,Digital Marketing,Navi Mumbai,"₹ 5,000 /month",No
GetSimpl,Operations (Collections),Noida,"₹ 22,000 /month",No
Framed Media,Anchoring,Bangalore,"₹ 7,000-10,000 /month",No
Fabcafe Foods Private Limited,Management Assistance,Bangalore,"₹ 12,000-16,000 /month",No
Grow91,Customer Service,Mumbai,"₹ 10,000 /month",No
Cbetter,Digital Marketing,Bangalore,"₹ 10,000-15,000 /month",No
Outcry Entertainment & Media,Event Management,Bangalore,"₹ 5,000-15,000 /month",No
Requin Solutions Private Limited,Academic Content Writing,Mumbai,"₹ 10,000 /month",No
Antraweb Technologies Private Limited,Content Writing,Bangalore,"₹ 5,000 /month",No
Crossing Hurdles,Executive Assistant (Management),Noida,"₹ 20,000-30,000 /month",No
Kishore Chainani,Social Media Marketing,Gurgaon,"₹ 10,000 /month",No
Ayurveda House Private Limited,Social Media Creative Writing,Bangalore,"₹ 12,000-15,000 /month",No
Cubelelo,Marketing,Jaipur,"₹ 10,000 /month",No
Copiam Ventures Private Limited,Business Development (Sales),Mumbai,"₹ 20,000 /month +  Incentives",No
Surprista Design,Product Design,Jaipur,"₹ 10,000 /month",No
Greenpedia Bike Share Private Limited,Graphic Design,Mumbai,"₹ 6,000-10,000 /month",No
BZAM,Digital Marketing,Bangalore,"₹ 15,000 /month",No
Renewcell Cosmedica LLP,Administration,Jaipur,"₹ 7,000 /month",No
Indian Institute Of Gems And Jewellery,Academic Assistance,Jaipur,"₹ 10,000 /month",No
Ally Digital Media,Business Development,Bangalore,"₹ 10,000 /month",No
TheOther 2 Thirds Consulting LLP,Pre Sales,Mumbai,"₹ 15,000 /month",No
Tyke Technology Private Limited,Relationship Manager,Jaipur,"₹ 6,000 /month +  Incentives",No
Ally Digital Media,Social Media Marketing,Ahmedabad,"₹ 8,000 /month",No
Gobabygo (OPC) Private Limited,Search Engine Optimization (SEO),Mumbai,"₹ 7,000 /month",No
Seller Square,eCommerce Catalog Management,Mumbai,"₹ 12,000 /month",No
Tailor & Circus,Influencer Marketing,Mumbai,"₹ 10,000 /month",No
CloudBird Digital Private Limited,Text Solutions - Statistics,Mumbai,"₹ 8,000-9,000 /month",No
Zedex Info Private Limited,Marketing,Bangalore,"₹ 10,000 /month",No
I-Teach,Administration,Mumbai,"₹ 5,000-12,000 /month",No
SPZ Solutions Pvt. Ltd.,Subject Matter Expert 01 (SME),Mumbai,"₹ 9,000 /month +  Incentives",No
Earth5R,Business Operations,Mumbai,"₹ 8,000 /month",No
GrowthSpree,Content Strategy,Noida,"₹ 10,000 /month",No
Alphanumeric Ideas Private Limited,Graphic Design And Video Editing,Bangalore,"₹ 6,000 /month",No
Quirksmith,Creative Management,Bangalore,"₹ 15,000 /month",No
Sapientury,Digital Marketing,Noida,"₹ 12,000 /month",No
Nexsales Solutions Private Limited,Marketing,Mumbai,"₹ 12,000 /month",No
Corporate Shiksha,Business Development (Sales),Mumbai,"₹ 5,000-20,000 /month",No
Digilligence,Facebook & Google Ads,Lucknow,"₹ 5,000 /month",No
Earth5R,Human Resources (HR),Mumbai,"₹ 8,000 /month",No
My Little Genie,Maths Subject Expert,Noida,"₹ 10,000-30,000 /month",No
OpeninApp,Creator Community Management,Chandigarh,"₹ 15,000-25,000 /month",No
Yuyiii Stays And Travels Private Limited,Growth,Mohali,"₹ 12,000 /month",No
Knitroot India Private Limited,Digital Marketing,Bangalore,"₹ 7,000-10,000 /month",No
AABS FOUNDATION,Digital Marketing,Bangalore,"₹ 12,000 /month",No
MILLENNIUM WORLD SCHOOL BENGALURU NORTH,Digital Marketing,Mumbai,"₹ 18,000 /month",No
AY Low Cal & Healthy Foods Private Limited,E-Commerce Product P&L Management - Launch And Scale-up,Gurgaon,"₹ 7,500-12,500 /month",No
SciAstra Education Private Limited,Business Development (Sales),Thane,"₹ 10,000-15,000 /month",No
Fusion Data Solutions,Content Writing,Navi Mumbai,"₹ 10,000 /month",No
Traya Health,Marketing,Kalyan,"₹ 16,000-18,000 /month",No
IIDE Education Private Limited,Content Writing,Mumbai,"₹ 5,000 /month",No
Knitroot India Private Limited,Graphic Design,Mumbai,"₹ 5,000-7,000 /month",No
Think EBikeGO Private Limited,Entrepreneur In Residence,Bangalore,"₹ 8,000-10,000 /month",No
Confluencr,Digital Ads,Bangalore,"₹ 10,000 /month",No
LINKSMART TECHNOLOGIES PRIVATE LIMITED,Product Marketing,Bangalore,"₹ 25,000 /month",No
Bosscoder Academy,Marketing,Mumbai,"₹ 10,000-15,000 /month",No
Ally Digital Media,Search Engine Optimization (SEO),Bangalore,"₹ 8,000 /month",No
Innovate Networks E-Services Private Limited,Content Writing,Bangalore,"₹ 10,000 /month",No
Chokhi Chorri,Fashion Design And Merchandising,Gurgaon,"₹ 5,000-7,000 /month",No
Knitroot India Private Limited,E-Commerce Management,Lucknow,"₹ 10,000-15,000 /month",No
InstaAstro,Hindi Content Writing,Noida,"₹ 10,000 /month",No
Hansa Cequity,Copywriting,Mumbai,"₹ 10,000-15,000 /month",No
Gobabygo (OPC) Private Limited,Digital Marketing,Mumbai,"₹ 8,000 /month",No
TheOther 2 Thirds Consulting LLP,Lead Generation,Mumbai,"₹ 15,000 /month +  Incentives",No
Binary Numbers,Graphic Design,Mumbai,"₹ 6,000-10,000 /month",No
STYCHED,Campus Ambassador,Bangalore,Performance Based,No
Haus & Kinder,Graphic Design,Bangalore,"₹ 12,000 /month",No
BoomBox Digital Solutions,Social Media Marketing,Noida,"₹ 3,000-7,000 /month",No
DESiM Innovations (OPC) Private Limited,Pre-sales And Marketing,Mumbai,"₹ 8,000-12,000 /month",No
Ally Digital Media,Content Writing,Bangalore,"₹ 8,000 /month",No
ABCD India Private Limited,Graphic Design,Ahmedabad,"₹ 10,000 /month",No
IMAD Solutions,Social Media Marketing,Mumbai,"₹ 7,500-12,000 /month",No
TopPropMart,Sales Consulting,Noida,"₹ 3,000 /month",No
Internshala Trainings,Student Success,Mumbai,"₹ 18,000 /month",No
OML Entertainment Private Limited,Social Media Marketing (Branded Content),Noida,"₹ 15,000 /month",No
Hampa Wellness,Business Development (Sales),Bangalore,"₹ 15,000 /month",No
Outcry Entertainment & Media,Social Media Marketing,Mumbai,"₹ 7,000-15,000 /month",No
Content-Whale,Graphic Design,Mumbai,"₹ 15,000 /month",No
Ally Digital Media,Graphics/Video Editing,Work From Home,"₹ 8,000 /month",Yes
Express Rupya,Business Research (Debt AIF Project Reports),Mumbai,"₹ 5,000 /month",No
Cynergi,Digital Marketing,Mumbai,"₹ 5,000 /month",No
IIDE Education Private Limited,Chat Support,Kalyan,"₹ 5,000 /month",No
IIDE Education Private Limited,Video Editing (Marketing Team),Mumbai,"₹ 5,000 /month",No
CyberFrat,Telemarketing,Lucknow,"₹ 6,000-7,000 /month",No
ChangeJar Technologies Private Limited,Graphic Design,Noida,"₹ 15,000 /month",No
YDigital,Content Creation (Instagram),Gurgaon,"₹ 6,000-15,000 /month",No
Ashrita Khurana,Digital Marketing,Mumbai,"₹ 8,000-12,000 /month",No
CyberFrat,Social Media Marketing,Gurgaon,"₹ 6,000-7,000 /month",No
CloudBird Digital Private Limited,Operations,Mumbai,"₹ 7,000-8,000 /month",No
TheOther 2 Thirds Consulting LLP,Performance Digital Marketing,Mumbai,"₹ 15,000 /month",No
TheOther 2 Thirds Consulting LLP,Digital Marketing,Mumbai,"₹ 15,000 /month",No
Think EBikeGO Private Limited,Digital Marketing,Mumbai,"₹ 10,000 /month",No
Rentkar-Switch To Share,Graphic Design,Mumbai,"₹ 12,000-14,000 /month",No
Career Impact,Digital Marketing,Mumbai,"₹ 5,000 /month +  Incentives",No
IIDE Education Private Limited,Management (Clients),Mumbai,"₹ 5,000 /month",No
Knitroot India Private Limited,Search Engine Optimization (SEO),Mumbai,"₹ 7,000-12,000 /month",No
Life N Colors,Interior Design,Bangalore,"₹ 10,000 /month",No
OML Entertainment Private Limited,Influencer Marketing,Mumbai,"₹ 15,000 /month",No
Bluegreens Nirja Private Limited,Social Media Marketing,Mumbai,"₹ 5,000 /month",No
TekHook,Video Making/Editing,Mumbai,"₹ 10,000 /month",No
Tring,Video Making/Editing & Social Media Marketing (Celebrity Platform),Noida,"₹ 11,000 /month",No
Book Einstein,Digital Marketing,Bangalore,"₹ 12,000 /month",No
Atria Convergence Technologies Private Limited,Field Sales,Mumbai,"₹ 13,000 lump sum",No
Jumpstart International Preschool,Preschool Teaching,Mumbai,"₹ 5,000-15,000 /month",No
EIMR Global,Research & Marketing,Mumbai,"₹ 3,000-5,000 /month",No
IIDE Education Private Limited,Academic Content Development,Mumbai,"₹ 5,000 /month",No
FRND,Campus Ambassador,Mumbai,Performance Based,No
Skimbox Digital Marketing Company,Graphic Design,Mumbai,"₹ 7,000-10,000 /month",No
Emoticon,Business Development (Sales),Mumbai,"₹ 7,000-12,000 /month",No
TekHook,Corporate Sales,Gurgaon,"₹ 12,000 /month",No
Memory Mavericks,Marketing,Mumbai,"₹ 8,000 /month",No
IIDE Education Private Limited,Graphic Design (Social Media),Gurgaon,"₹ 5,000 /month",No
Confluencr,Influencer Marketing,Pune,"₹ 10,000 /month",No
Dynamo Entertainment & Talent Management Private Limited,Event & Artist Management,Mumbai,"₹ 10,000 /month",No
Eostre Overseas,Business Development (Sales),Mumbai,"₹ 10,000 /month",No
Fabcafe Foods Private Limited,Kitchen Operations,Hyderabad,"₹ 6,000-8,000 /month",No
HAMVEE TEC PRIVATE LIMITED,Telecalling,Bangalore,"₹ 10,000-15,000 /month",No
Simplify Solutions,Telecalling,Bangalore,"₹ 10,000 /month",No
CRAFX STUDIO,Graphic Design,Mumbai,"₹ 7,000 /month",No
Akash Blowers Private Limited,HR Recruitment,Work From Home,"₹ 10,000 /month",Yes
Glam Studios,Marketing,Bangalore,"₹ 5,000-10,000 /month",No
Eta Solution,Human Resources (HR),Mumbai,"₹ 5,000-7,000 /month",No
WeMakeScholars,Document Verification Officer,Bangalore,"₹ 7,000 /month",No
Dhruv Enterprises,Marketing & Operations,Mumbai,"₹ 6,000-8,000 /month",No
Eduminatti,Human Resources (HR),Hyderabad,"₹ 2,000 /month",No
Knitroot India Private Limited,Fashion Design,Delhi,"₹ 4,000-7,000 /month",No
Animal Warriors Conservation Society,Fundraising,Hyderabad,"₹ 10,000 /month +  Incentives",No
WeMakeScholars,Marketing,Secunderabad,"₹ 10,000 /month",No
Get Out And Play India,Sports Business Development & Operations,Hyderabad,"₹ 8,000 /month",No
Yuyiii Stays And Travels Private Limited,Guest Services,Begumpet,"₹ 12,000 /month",No
Quantastic Marketing,Graphic Design,Thane,"₹ 8,000-10,000 /month",No
GoCinQ Trainings Private Limited,Inside Sales,Navi Mumbai,"₹ 10,000-15,000 /month",No
Faclon,Software Operations,Mumbai,"₹ 7,000-9,000 /month",No
Filo,Online Reputation Management,Bahadurgarh,"₹ 6,600 /month",No
GoCinQ Trainings Private Limited,Content Writing,Noida,"₹ 5,000-10,000 /month",No
Techfest IITB,Campus Ambassador,Ahmedabad,Performance Based,No
Eduminatti,Graphic Design,Hyderabad,"₹ 5,000 /month",No
Exam Trakker,Field Sales,Begumpet,"₹ 10,000-15,000 /month",No
NNIIT,Business Development (Sales),Pune,"₹ 8,000 /month +  Incentives",No
Stirring Minds,Reel Making,Dehradun,"₹ 6,000 /month",No
TekHook,Digital Marketing,Mumbai,"₹ 10,000 /month",No
YDigital,Video Editing And Graphics Designing,Hyderabad,"₹ 8,000-20,000 /month",No
Hoozinc Art And Design Studio,3D Design,Hyderabad,"₹ 15,000 /month",No
FOXBase Technologies P Limited,Tech Support Executive,Pune,"₹ 10,000 /month",No
Rizzle,Journalism,Bangalore,"₹ 10,000 /month",No
Exa Mobility India Private Limited,Business Development (Sales),Thane,"₹ 15,000-30,000 /month",No
GoCinQ Trainings Private Limited,Marketing,Hyderabad,"₹ 10,000-15,000 /month",No
Webgross,Business Development (Sales),Mumbai,"₹ 5,000 /month +  Incentives",No
EduMENTOR Educational Services Private Limited,Business Development (Sales),Gurgaon,"₹ 10,000-12,000 /month",No
CloudBird Digital Private Limited,Subject Matter Expert - Chemistry/Mathematics/Statistics,Hyderabad,"₹ 7,000-8,000 /month",No
Fabcafe Foods Private Limited,Front Of The House Service,Work From Home,"₹ 6,000-8,000 /month",Yes
GoCinQ Trainings Private Limited,Motion Graphics,Dehradun,"₹ 10,000-15,000 /month",No
Salezshark Software India (P) Limited,Corporate Sales,Hyderabad,"₹ 13,000 /month",No
Suhail Mittal,Art Gallery Consultant,Hyderabad,"₹ 7,000 /month",No
Goodgudi,Fashion Management,Delhi,"₹ 15,000 /month",No
Stocktutor,Business Development (Sales),Pune,"₹ 8,000 /month +  Incentives",No
Ayurveda House Private Limited,Copywriting,Mumbai,"₹ 12,000-15,000 /month",No
OckyPocky,Video/Audio Editing,Bandra,"₹ 8,000 /month",No
ACE UPBRINGING LLP,Subject Matter Expert (SME),Hyderabad,"₹ 8,000 /month",No
Street Style Store,Videography & Editing,Bangalore,"₹ 15,000 /month",No
Webgross,Motion Graphics,Hyderabad,"₹ 8,000 /month",No
Stirring Minds,Sales Support,Delhi,"₹ 5,000-10,000 /month",No
GoCinQ Trainings Private Limited,Graphic Design,Hyderabad,"₹ 10,000-15,000 /month",No
Street Style Store,Photography And Editing,Delhi,"₹ 15,000 /month",No
Webgross,Editorial,Faridabad,"₹ 8,000 /month",No
IIDE Education Private Limited,Talent Acquisition,Delhi,"₹ 5,000 /month",No
Thinksonic Technologies Private Limited (i2v.in),Relationship Management,Ghaziabad,"₹ 10,000 /month",No
Hampa Wellness,Campus Ambassador,Gurgaon,Performance Based,No
Webgross,Proofreading,Noida,"₹ 10,000 /month",No
Maachao,"Balloon Decoration, Field Marketing & Customer Service",Bangalore,"₹ 2,000 /month",No
Upgradx,Affiliate Marketing,Faridabad,"₹ 2,000 /month +  Incentives",No
TekHook,Interior Design,Delhi,"₹ 12,000 /month",No
HSV Media Private Limited,Graphic Design,Ghaziabad,"₹ 5,000-8,000 /month",No
GoCinQ Trainings Private Limited,Cinematography And Editing,Gurgaon,"₹ 10,000-15,000 /month",No
Webgross,Content Writing,Noida,"₹ 8,000 /month",No
Stirring Minds,Content Creation,Delhi,"₹ 6,000 /month",No
Sharedpro,Human Resources (HR),Delhi,"₹ 10,000 /month",No
IIDE Education Private Limited,Social Media Marketing,South,"₹ 5,000 /month",No
UE Developer,Content Writing,Delhi,"₹ 5,000 /month +  Incentives",No
Bootstrap Digital Solutions,Digital Marketing Specialist (Ad Platforms),Delhi,"₹ 10,000-20,000 /month",No
MoLog Media & Advertising,Business Development (Sales),Noida,"₹ 5,000-7,000 /month",No
TekHook,Business Development (Sales),Delhi,"₹ 10,000 /month",No
Softsensor.ai,US HR Operations Analyst,Delhi,"₹ 10,000 /month",No
Aapka Recycling Mitra,Marketing,Hyderabad,"₹ 8,000-10,000 /month",No
Nerdy Academy,Home Tutoring,Delhi,"₹ 5,000-20,000 /month",No
Rang Mirage Art Gallery,General Management,Noida,"₹ 5,000 /month",No
Nerdy Academy,Home Tutoring,Delhi,"₹ 5,000-20,000 /month",No
Disha Skill Training Services,HR Recruitment,Mumbai,"₹ 5,000 /month",No
Uboard India Limited,Administrative Assistance,Noida,"₹ 7,000-10,000 /month",No
Gainers Realtors LLP,Human Resources (HR),Delhi,"₹ 5,000 /month",No
Sanskar Fashions Private Limited (Arpera),Fashion Design,Delhi,"₹ 8,000 /month",No
EMPORES,Social Media Marketing,Chandigarh,"₹ 5,000 /month +  Incentives",No
EkoSight Technologies Private Limited,Soil Science & Agriculture Chemistry,Delhi,"₹ 20,000 /month",No
EIMR Global,Events Facilitation,Siliguri,"₹ 3,000-5,000 /month",No
AIETS COM PVT LTD,Subject Matter Expert - PCMB,Darbhanga,"₹ 12,000 /month",No
SkillVertex,Brand Promotion,Delhi,"₹ 3,500 /month",No
Bathxpertz,Interior Design,Gurgaon,"₹ 10,000 /month",No
First Door Health,Dentistry,Noida,"₹ 10,000 /month",No
Cuckoo Images,Graphic Design,Pune,"₹ 10,000 /month",No
THE ARK,Marketing,Gurgaon,"₹ 5,000 /month +  Incentives",No
Kickstart Digital,Content Writing,Hyderabad,"₹ 6,000 /month",No
Deeshuumm,Marketing,Gurgaon,"₹ 7,000-10,000 /month",No
Deliverain Research And Solutions Private Limited,Field Sales,Pune,"₹ 10,000 /month +  Incentives",No
Uboard India Limited,Industrial And Production Engineering,Chennai,"₹ 7,000-10,000 /month",No
Ayurveda House Private Limited,Social Media Video Editing,Delhi,"₹ 10,000-12,000 /month",No
TekHook,Graphic Design,Bangalore,"₹ 10,000 /month",No
Confluencr,Graphic Design,Delhi,"₹ 10,000 /month",No
CA Rutuja Narsingh & Associates,CA Articleship,Erode,"₹ 5,000 /month",No
Registration Karwalo Services India Private Limited,Content Writing,Tiruvannamalai,"₹ 5,000-9,000 /month",No
Seller Square,E-commerce Operations,Kumbakonam,"₹ 10,000 /month",No
Vave Entertainment (LoudSound Studios LLP),Music Business Development (Sales) & Management,Rajapalayam,"₹ 5,000 /month",No
Suktam Healthcare Private Limited,Venture Associate,Alandurai,"₹ 10,000-15,000 /month",No
Antino Labs Private Limited,Graphic Design,Madhavaram,"₹ 15,000 /month",No
Ostello India Private Limited,Growth Marketing,Kurichikulam,"₹ 8,000-15,000 /month",No
Hansa Cequity,Human Resources (HR),Kurichikkara,"₹ 15,000 /month",No
